"","x"
"1",0.00147908451002108
"2",-0.000453624772769596
"3",-0.00604058919149285
"4",-0.00185900582715738
"5",0.00712865747038096
"6",0.000208694683617148
"7",0.00318785059448931
"8",0.00939497725864453
"9",0.001862170640127
"10",0.00184852040579
"11",-0.0035693520423473
"12",0.0102854672932502
"13",-0.00274481822346445
"14",0.00531921805266508
"15",-0.00893706081996084
"16",0.00819330686726345
"17",0.00287773405974701
"18",0.00434182993189646
"19",0.00579576648398189
"20",-0.00883656111302403
"21",-0.00329994452538558
"22",0.00231245354039954
"23",-0.000602324037425571
"24",0.00501853779525975
"25",0.00418101368609416
"26",-0.00785974268439625
"27",-0.00271359874537113
"28",-0.00210787275276026
"29",-0.00640088897737439
"30",-0.0136385506989781
"31",-0.00343711971434588
"32",0.00390298225159163
"33",-0.010446586078804
"34",0.0049779855493922
"35",-0.00323096079057601
"36",-0.00387620971097704
"37",-0.00450819968718509
"38",-0.00594097406796331
"39",0.0010403170169318
"40",-0.00351886091436496
"41",-0.00285713667717402
"42",0.00661277946540782
"43",0.00733366989461963
"44",0.001249188023427
"45",0.000964952905107656
"46",0.00540342646300699
"47",-0.00781503451801034
"48",0.00435419110596518
"49",-0.011672304578922
"50",0.00584124556711883
"51",-0.00543043222510299
"52",-0.00702790956996441
"53",0.00319435642194102
"54",-0.00777158702506038
"55",-0.000340014571478776
"56",-0.00386081994343363
"57",-0.00618933618698698
"58",-0.00368495624303412
"59",-0.000280000570801203
"60",0.0064590097458333
"61",-0.00196068643367227
"62",-0.0077696141840276
"63",-0.00502467231236722
"64",-0.00268072753223662
"65",-0.00533046245854297
"66",-0.00552379898544743
"67",-0.00483447717454059
"68",0.000332550080666064
"69",-0.00577147053185549
"70",-0.00153256115833368
"71",-0.00636714185987591
"72",0.0059324252074451
"73",0.00478180439643717
"74",-0.0123042855354813
"75",0.00392405332069296
"76",-0.00575890811528274
"77",-0.00371693420987434
"78",-0.00533895679772873
"79",-0.00467018461450886
"80",0.00341621336990453
"81",0.00480087304671682
"82",-0.000976799999285549
"83",-0.00207649643576705
"84",0.00699193176905586
"85",-0.000132685351946433
"86",-0.00469237436123545
"87",-0.00526367160701636
"88",-0.00454347990147494
"89",-0.00297145373082831
"90",-0.00454212790145876
